delivery_id,order_id,delivery_status,delivery_time,rider_id
86,86,Assigned,2024-10-12 12:41:00,77
87,87,Delivered,2024-12-15 17:18:00,35
88,88,Delivered,2025-03-02 21:08:00,30
89,89,Delivered,2025-01-25 07:54:00,185
90,90,Picked Up,2025-01-02 13:37:00,190
91,91,Delivered,2025-02-27 21:40:00,191
92,92,Picked Up,2025-02-16 13:18:00,152
93,93,Delivered,2025-02-21 17:08:00,173
94,94,Delivered,2024-10-02 14:13:00,52
96,96,Delivered,2025-03-17 10:17:00,24
97,97,Assigned,2025-05-21 13:12:00,99
98,98,Picked Up,2025-04-20 15:18:00,76
99,99,Picked Up,2025-04-16 20:01:00,20
100,100,In Transit,2024-10-02 16:11:00,181
101,101,Assigned,2025-05-31 11:04:00,197
102,102,Assigned,2024-11-18 22:28:00,92
103,103,Delivered,2025-04-08 14:33:00,197
104,104,Assigned,2025-01-31 20:52:00,39
105,105,Assigned,2024-09-28 16:43:00,85
106,106,Delivered,2025-07-04 13:32:00,28
108,108,Assigned,2025-03-02 06:52:00,101
109,109,Delivered,2024-12-08 20:16:00,173
110,110,Assigned,2024-10-07 20:32:00,13
111,111,Delivered,2025-05-12 20:56:00,135
112,112,Delivered,2025-02-01 21:44:00,55
113,113,Delivered,2024-12-16 12:00:00,98
114,114,Assigned,2025-08-02 20:08:00,120
115,115,Delivered,2025-04-18 19:32:00,26
116,116,Assigned,2024-11-01 04:24:00,105
117,117,Assigned,2025-03-22 14:40:00,127
118,118,Delivered,2025-07-20 19:39:00,184
119,119,Delivered,2025-04-25 19:21:00,101
120,120,Assigned,2025-08-27 01:04:00,175
121,121,In Transit,2025-04-28 06:28:00,200
122,122,Delivered,2025-03-20 12:56:00,93
123,123,Delivered,2025-01-01 18:54:00,89
124,124,Delivered,2025-03-19 08:13:00,52
125,125,In Transit,2024-11-13 20:47:00,167
126,126,Assigned,2025-02-06 10:52:00,121
127,127,Assigned,2024-12-04 22:43:00,127
128,128,Delivered,2025-03-13 06:43:00,175
130,130,Delivered,2024-10-09 21:19:00,45
131,131,Delivered,2025-03-19 22:59:00,44
132,132,Delivered,2025-06-04 04:05:00,52
133,133,Picked Up,2025-01-04 13:54:00,137
134,134,Picked Up,2025-08-29 20:35:00,27
135,135,Delivered,2025-06-05 19:06:00,67
136,136,Picked Up,2025-08-24 15:25:00,76
137,137,Delivered,2025-01-19 01:53:00,90
138,138,Picked Up,2025-06-18 00:39:00,162
139,139,Delivered,2024-11-27 21:02:00,118
140,140,Assigned,2025-08-22 20:11:00,19
141,141,Delivered,2024-12-26 20:45:00,77
142,142,Delivered,2025-06-17 21:17:00,186
143,143,Delivered,2025-03-04 19:41:00,82
144,144,Delivered,2025-04-14 10:45:00,67
145,145,Assigned,2024-09-18 08:02:00,200
146,146,Delivered,2024-11-08 21:38:00,24
147,147,Delivered,2025-04-14 20:03:00,73
148,148,Picked Up,2025-03-20 05:02:00,24
149,149,Picked Up,2024-11-30 19:33:00,136
150,150,Assigned,2025-08-18 07:13:00,105
151,151,Assigned,2024-12-02 10:35:00,153
152,152,Delivered,2025-04-01 23:26:00,196
153,153,Delivered,2025-05-29 21:07:00,44
154,154,Assigned,2025-04-20 12:54:00,64
155,155,Picked Up,2025-05-30 04:34:00,141
156,156,In Transit,2025-01-24 16:10:00,61
157,157,Delivered,2025-06-20 03:13:00,80
160,160,Picked Up,2025-03-01 04:08:00,77
161,161,Delivered,2024-10-18 12:25:00,133
162,162,Delivered,2025-01-20 19:06:00,135
163,163,Delivered,2025-03-18 13:15:00,3
164,164,Delivered,2025-08-21 21:10:00,200
165,165,Delivered,2024-09-22 13:12:00,184
166,166,Delivered,2025-07-17 13:01:00,46
167,167,Delivered,2025-04-25 20:56:00,4
168,168,Delivered,2024-10-14 20:11:00,51
169,169,In Transit,2025-08-19 23:17:00,21
170,170,Delivered,2025-01-01 21:30:00,100
171,171,Picked Up,2024-11-17 00:14:00,139
172,172,Delivered,2025-06-19 21:16:00,62
173,173,Picked Up,2024-10-07 21:57:00,81
174,174,Delivered,2025-03-10 21:53:00,30
175,175,Delivered,2025-05-31 14:15:00,134
176,176,In Transit,2024-12-23 20:52:00,111
177,177,Assigned,2025-03-08 10:18:00,74
178,178,Assigned,2024-09-17 01:06:00,91
179,179,Delivered,2025-08-11 11:35:00,101
180,180,Assigned,2024-12-12 02:28:00,190
181,181,Delivered,2025-08-23 01:14:00,174
182,182,Delivered,2025-05-27 06:45:00,125
183,183,Picked Up,2024-09-29 13:16:00,105
184,184,Delivered,2025-08-19 15:38:00,54
185,185,Delivered,2024-12-01 06:01:00,174
186,186,Delivered,2025-03-06 13:42:00,42
187,187,Delivered,2025-06-14 22:43:00,5
188,188,Assigned,2025-03-14 13:40:00,68
189,189,Assigned,2025-04-12 14:07:00,8
190,190,Delivered,2024-11-18 08:10:00,150
192,192,Delivered,2024-10-02 14:31:00,166
193,193,Delivered,2024-10-27 19:25:00,40
194,194,Delivered,2024-11-27 07:46:00,25
195,195,Delivered,2025-03-20 22:02:00,77
196,196,Assigned,2025-07-04 13:41:00,146
197,197,Delivered,2024-11-25 14:19:00,150
198,198,Delivered,2025-01-19 17:20:00,179
200,200,Assigned,2025-06-04 18:39:00,154
201,201,Assigned,2025-08-14 01:45:00,23
202,202,Delivered,2025-03-07 19:17:00,142
203,203,Assigned,2024-12-02 22:31:00,107
204,204,Delivered,2025-06-14 12:57:00,53
205,205,Delivered,2025-04-30 21:15:00,78
206,206,Assigned,2025-01-02 02:50:00,29
207,207,Delivered,2025-01-09 15:56:00,175
208,208,Delivered,2025-01-16 12:20:00,188
209,209,Picked Up,2024-11-14 20:38:00,117
210,210,Assigned,2025-09-06 18:12:00,150
212,212,Delivered,2025-08-12 22:25:00,115
213,213,Delivered,2024-11-03 02:08:00,123
214,214,Assigned,2025-05-25 14:02:00,63
215,215,Delivered,2024-11-10 03:43:00,173
216,216,Assigned,2024-12-10 20:02:00,115
217,217,Assigned,2025-03-24 13:05:00,144
218,218,Picked Up,2025-02-27 22:26:00,127
219,219,Delivered,2024-10-16 10:17:00,181
220,220,Delivered,2025-06-28 08:48:00,189
221,221,In Transit,2025-08-10 03:58:00,17
222,222,Delivered,2025-01-12 13:00:00,93
223,223,Delivered,2025-06-06 21:36:00,20
224,224,Delivered,2025-09-01 02:16:00,76
225,225,Delivered,2024-11-11 14:42:00,184
227,227,Assigned,2025-06-10 09:57:00,45
228,228,Picked Up,2025-07-02 02:05:00,151
230,230,Delivered,2025-02-02 09:02:00,177
231,231,Delivered,2025-07-18 08:15:00,49
232,232,Delivered,2025-06-23 15:51:00,51
233,233,Delivered,2024-11-29 22:18:00,18
234,234,Delivered,2024-10-31 10:11:00,87
235,235,Delivered,2025-08-31 19:48:00,93
236,236,Delivered,2024-11-21 00:54:00,181
237,237,Delivered,2025-02-06 21:29:00,58
238,238,Delivered,2024-11-15 06:30:00,59
239,239,Assigned,2025-08-30 14:36:00,85
240,240,Delivered,2025-01-17 13:10:00,123
241,241,Delivered,2024-11-22 14:22:00,82
242,242,Delivered,2025-02-20 14:23:00,29
244,244,Assigned,2025-06-10 22:11:00,100
246,246,Assigned,2025-08-30 20:58:00,156
247,247,Delivered,2024-10-28 12:18:00,38
248,248,Delivered,2025-02-03 13:49:00,151
249,249,Delivered,2025-05-03 00:16:00,12
250,250,Delivered,2024-09-21 05:07:00,90
251,251,Delivered,2025-06-08 21:17:00,89
252,252,Delivered,2025-05-30 23:05:00,127
253,253,Delivered,2025-06-20 22:18:00,143
254,254,Assigned,2025-09-02 14:25:00,108
255,255,Delivered,2025-09-06 19:46:00,115
256,256,Delivered,2024-11-03 21:47:00,161
257,257,Delivered,2025-02-11 21:15:00,21
258,258,Assigned,2025-08-19 13:54:00,95
259,259,Assigned,2025-07-05 04:52:00,68
260,260,Delivered,2025-01-30 13:23:00,51
261,261,Assigned,2024-11-15 22:38:00,148
262,262,Delivered,2025-01-03 19:25:00,165
263,263,Delivered,2025-05-19 12:50:00,146
264,264,Assigned,2025-01-29 14:02:00,179
265,265,Assigned,2025-08-19 20:41:00,64
266,266,Delivered,2024-12-30 21:07:00,178
268,268,Picked Up,2025-07-01 20:04:00,159
269,269,Delivered,2024-09-29 16:18:00,117
270,270,Delivered,2025-03-30 10:56:00,105
271,271,Delivered,2025-08-15 11:26:00,126
272,272,Assigned,2025-02-05 09:15:00,115
273,273,Picked Up,2024-12-06 13:33:00,35
274,274,Delivered,2025-08-24 02:04:00,182
275,275,Assigned,2025-01-22 21:14:00,12
277,277,Assigned,2024-10-05 12:02:00,180
278,278,Assigned,2025-04-03 06:20:00,42
280,280,Assigned,2025-03-25 16:01:00,60
281,281,In Transit,2025-05-21 08:54:00,67
282,282,Delivered,2025-05-02 20:05:00,77
283,283,Picked Up,2024-10-21 01:33:00,148
284,284,Delivered,2025-04-02 02:33:00,31
285,285,Delivered,2025-02-02 22:04:00,37
286,286,Picked Up,2025-01-19 19:59:00,167
287,287,Picked Up,2024-09-13 21:13:00,130
288,288,Delivered,2024-12-20 16:14:00,79
289,289,Delivered,2025-02-17 10:31:00,162
291,291,Delivered,2025-03-24 17:58:00,187
292,292,Delivered,2025-01-19 20:45:00,92
293,293,Delivered,2024-12-11 21:23:00,40
294,294,Delivered,2025-06-19 20:27:00,128
295,295,Assigned,2024-09-17 14:41:00,161
296,296,Assigned,2025-02-05 16:36:00,19
297,297,Picked Up,2025-05-04 14:30:00,43
299,299,Assigned,2025-08-28 13:29:00,22
300,300,Delivered,2025-08-26 20:11:00,125
301,301,Picked Up,2025-06-22 21:19:00,91
302,302,Delivered,2024-11-17 12:48:00,197
303,303,Assigned,2025-07-23 15:22:00,48
304,304,Picked Up,2025-01-03 13:28:00,62
305,305,Picked Up,2024-10-30 22:06:00,37
306,306,Delivered,2025-03-09 19:31:00,99
307,307,Delivered,2025-07-29 18:26:00,5
308,308,Delivered,2025-02-21 22:35:00,52
309,309,Delivered,2024-10-21 17:07:00,75
310,310,Delivered,2025-05-31 22:26:00,112
311,311,Assigned,2025-08-07 23:42:00,91
312,312,Delivered,2025-09-03 14:17:00,69
313,313,Delivered,2025-07-04 14:37:00,65
314,314,Delivered,2024-10-28 14:34:00,120
315,315,Delivered,2025-04-25 18:29:00,145
316,316,Delivered,2025-04-18 12:30:00,67
317,317,Assigned,2025-01-18 13:47:00,109
318,318,Picked Up,2025-02-02 07:43:00,1
319,319,Delivered,2024-12-29 21:09:00,111
320,320,Delivered,2024-09-28 12:39:00,109
321,321,Delivered,2024-09-14 20:31:00,45
322,322,Delivered,2025-05-25 21:53:00,111
323,323,Delivered,2025-06-06 14:01:00,113
324,324,Delivered,2025-04-28 15:49:00,46
325,325,Delivered,2025-08-23 12:35:00,40
326,326,In Transit,2025-01-11 14:19:00,25
327,327,In Transit,2024-11-02 11:59:00,197
328,328,Delivered,2025-08-28 19:53:00,177
329,329,Delivered,2025-02-04 21:10:00,145
330,330,Delivered,2025-01-23 23:17:00,180
331,331,In Transit,2024-10-27 13:01:00,142
332,332,Assigned,2024-11-30 21:39:00,5
333,333,Assigned,2025-06-08 13:42:00,2
334,334,Delivered,2025-02-13 08:48:00,77
336,336,Delivered,2025-06-19 12:26:00,141
337,337,Assigned,2025-06-27 14:18:00,115
338,338,Delivered,2025-08-27 22:19:00,169
339,339,Delivered,2025-03-07 14:12:00,129
340,340,Delivered,2025-02-09 13:21:00,165
341,341,Delivered,2025-07-01 20:41:00,39
342,342,Delivered,2025-02-24 11:08:00,89
343,343,Assigned,2024-12-26 19:45:00,156
344,344,In Transit,2025-06-29 13:54:00,150
346,346,Assigned,2025-01-19 21:07:00,89
347,347,Delivered,2025-03-18 13:05:00,130
348,348,Delivered,2025-07-29 07:43:00,6
349,349,Delivered,2025-02-24 22:26:00,12
350,350,Delivered,2024-10-28 08:04:00,64
351,351,Delivered,2025-06-22 21:59:00,132
352,352,Delivered,2024-10-07 04:23:00,198
353,353,Delivered,2025-06-29 14:40:00,118
354,354,In Transit,2024-11-04 22:34:00,192
356,356,Assigned,2025-08-27 04:28:00,173
357,357,Delivered,2025-05-07 20:36:00,196
358,358,In Transit,2025-05-21 00:09:00,120
359,359,Assigned,2025-08-30 12:13:00,48
360,360,In Transit,2025-02-09 22:23:00,179
361,361,Delivered,2025-03-08 19:15:00,29
362,362,Delivered,2025-06-28 09:08:00,104
363,363,Picked Up,2024-12-29 13:30:00,46
365,365,Delivered,2024-11-16 21:08:00,155
366,366,Delivered,2025-06-12 14:27:00,8
367,367,Picked Up,2025-04-13 14:42:00,127
368,368,Assigned,2025-07-15 11:38:00,96
369,369,Delivered,2025-08-18 13:41:00,36
370,370,Delivered,2025-04-22 14:10:00,31
371,371,Delivered,2024-10-01 13:18:00,158
372,372,Assigned,2024-10-10 23:36:00,46
373,373,Delivered,2025-08-16 21:56:00,184
374,374,Delivered,2025-03-09 14:36:00,169
375,375,Delivered,2025-08-07 19:55:00,97
376,376,Assigned,2025-06-02 05:03:00,198
377,377,Assigned,2025-01-23 20:57:00,79
378,378,Assigned,2025-08-26 08:03:00,192
379,379,Delivered,2024-10-21 06:27:00,179
380,380,Delivered,2024-11-27 18:53:00,198
381,381,Delivered,2025-01-30 18:53:00,190
382,382,Picked Up,2025-06-09 23:15:00,12
383,383,Picked Up,2025-05-29 10:02:00,30
384,384,Picked Up,2024-11-16 21:38:00,172
385,385,Delivered,2024-09-17 21:55:00,60
386,386,Assigned,2025-07-08 02:17:00,163
387,387,Delivered,2024-12-11 13:56:00,176
388,388,Delivered,2024-09-19 13:38:00,165
389,389,Assigned,2024-11-02 20:52:00,188
390,390,Delivered,2024-11-18 13:33:00,142
391,391,Delivered,2025-07-11 21:26:00,122
392,392,Delivered,2025-07-02 15:24:00,158
393,393,Delivered,2025-07-02 16:29:00,71
394,394,Assigned,2024-12-22 19:45:00,5
395,395,Delivered,2025-05-30 21:52:00,92
396,396,Picked Up,2024-11-02 04:34:00,10
397,397,Delivered,2025-06-27 13:07:00,118
398,398,Delivered,2025-01-08 18:32:00,169
399,399,Delivered,2025-04-25 23:26:00,108
400,400,Delivered,2024-11-08 12:59:00,78
401,401,Assigned,2025-04-25 13:55:00,111
402,402,In Transit,2025-03-30 17:27:00,54
403,403,Delivered,2025-03-08 02:32:00,179
404,404,Delivered,2024-12-16 20:28:00,43
405,405,Delivered,2025-07-29 08:53:00,61
406,406,Picked Up,2025-04-15 13:04:00,106
407,407,Assigned,2024-11-08 21:10:00,81
408,408,Delivered,2025-09-02 23:35:00,28
409,409,Delivered,2025-03-15 20:08:00,194
410,410,Assigned,2025-02-07 20:34:00,66
411,411,Delivered,2024-10-31 11:05:00,75
412,412,Delivered,2025-04-27 20:26:00,127
413,413,In Transit,2024-12-30 21:28:00,91
414,414,Delivered,2024-12-24 21:35:00,149
415,415,Picked Up,2025-08-19 07:18:00,25
416,416,Delivered,2025-06-09 21:14:00,71
417,417,Assigned,2025-02-07 02:35:00,146
418,418,Delivered,2025-02-01 23:59:00,65
419,419,Delivered,2025-06-02 02:22:00,57
420,420,Delivered,2025-02-17 12:28:00,161
421,421,Delivered,2024-09-28 01:42:00,114
422,422,Delivered,2025-06-09 17:42:00,190
423,423,In Transit,2025-02-11 21:55:00,196
424,424,Assigned,2024-09-19 05:09:00,47
425,425,Delivered,2025-04-23 05:58:00,199
426,426,Delivered,2025-04-01 14:40:00,20
427,427,Delivered,2024-10-05 14:32:00,144
428,428,Delivered,2024-11-28 06:00:00,79
429,429,Picked Up,2024-10-26 19:46:00,91
430,430,Delivered,2025-05-17 04:45:00,135
431,431,Delivered,2025-07-22 12:05:00,12
432,432,Delivered,2024-12-22 13:06:00,11
433,433,Delivered,2024-10-22 20:11:00,58
435,435,Assigned,2025-08-25 21:30:00,163
436,436,Picked Up,2025-05-08 22:01:00,116
437,437,Delivered,2024-10-01 23:56:00,180
438,438,Delivered,2025-07-19 19:43:00,43
439,439,Assigned,2025-08-06 20:37:00,111
440,440,Delivered,2025-05-26 20:58:00,171
441,441,Delivered,2025-08-12 12:15:00,76
443,443,Picked Up,2024-10-19 12:46:00,127
444,444,Picked Up,2025-08-27 18:51:00,185
445,445,Delivered,2024-10-13 14:03:00,11
446,446,Delivered,2025-05-04 21:18:00,117
447,447,Assigned,2024-09-27 20:35:00,94
448,448,Delivered,2025-07-13 20:18:00,141
449,449,Delivered,2025-06-05 22:57:00,103
450,450,Delivered,2025-01-20 23:56:00,37
451,451,Delivered,2024-09-26 22:51:00,159
452,452,Delivered,2024-11-27 22:08:00,59
453,453,In Transit,2024-12-11 21:15:00,102
454,454,Assigned,2025-01-23 21:07:00,4
455,455,Delivered,2025-02-19 20:43:00,111
456,456,Delivered,2024-10-02 09:21:00,77
457,457,Assigned,2024-10-24 14:01:00,84
458,458,Delivered,2025-01-26 00:15:00,195
459,459,Delivered,2025-08-04 11:09:00,90
460,460,Delivered,2025-08-07 20:30:00,98
461,461,Picked Up,2024-12-16 03:35:00,141
462,462,Delivered,2024-10-07 22:20:00,76
463,463,Delivered,2025-04-01 21:20:00,55
464,464,Delivered,2025-04-13 08:23:00,166
465,465,Assigned,2024-11-13 05:45:00,147
466,466,Delivered,2025-03-30 09:28:00,96
467,467,In Transit,2025-06-19 23:50:00,65
468,468,Delivered,2025-02-21 12:47:00,171
469,469,Assigned,2025-02-02 13:08:00,82
470,470,Assigned,2024-10-11 21:55:00,54
471,471,Delivered,2025-05-28 08:59:00,73
472,472,Delivered,2025-02-27 15:28:00,127
473,473,Delivered,2025-09-02 04:33:00,110
474,474,Delivered,2025-05-16 03:51:00,147
475,475,Delivered,2025-07-22 14:33:00,11
476,476,Delivered,2025-04-03 13:32:00,14
477,477,Assigned,2024-12-04 12:14:00,147
478,478,Delivered,2024-11-27 08:09:00,141
479,479,Delivered,2025-05-30 00:54:00,99
480,480,Delivered,2025-06-24 06:38:00,29
481,481,Delivered,2024-11-23 22:11:00,181
482,482,Delivered,2025-08-16 09:31:00,13
483,483,Delivered,2024-12-30 14:06:00,65
484,484,Delivered,2025-08-30 22:20:00,90
485,485,Picked Up,2025-02-12 14:04:00,28
486,486,Picked Up,2025-03-14 05:51:00,71
487,487,Picked Up,2025-08-08 12:49:00,112
488,488,Delivered,2025-03-19 05:42:00,25
489,489,Delivered,2025-04-29 19:01:00,170
490,490,Delivered,2024-12-07 20:56:00,186
491,491,Delivered,2025-06-06 07:13:00,9
492,492,In Transit,2024-10-05 07:48:00,154
493,493,Delivered,2024-10-25 20:55:00,143
495,495,Delivered,2025-01-22 22:07:00,67
496,496,Delivered,2025-06-06 18:37:00,153
497,497,Delivered,2024-12-16 20:27:00,54
498,498,Delivered,2024-12-15 12:32:00,89
499,499,In Transit,2024-10-27 21:24:00,108
500,500,Delivered,2025-07-13 00:23:00,75
501,501,Assigned,2024-10-31 14:51:00,181
502,502,Assigned,2025-05-26 13:52:00,76
503,503,Delivered,2024-10-17 19:49:00,53
504,504,Delivered,2024-10-10 20:31:00,158
505,505,Picked Up,2024-10-30 06:35:00,80
506,506,Assigned,2025-03-03 14:26:00,125
507,507,Delivered,2024-10-26 09:28:00,158
508,508,Delivered,2025-05-13 14:07:00,182
509,509,Delivered,2025-05-25 03:07:00,174
510,510,Picked Up,2024-12-25 21:18:00,42
511,511,Delivered,2025-06-24 21:27:00,3
513,513,Picked Up,2025-01-29 01:57:00,35
514,514,Delivered,2025-06-18 19:03:00,21
515,515,Delivered,2025-04-19 20:12:00,47
516,516,Delivered,2024-09-14 22:53:00,136
517,517,Assigned,2025-02-08 17:53:00,90
520,520,Delivered,2025-06-09 20:12:00,5
521,521,Delivered,2025-02-11 08:47:00,123
523,523,Delivered,2024-10-02 21:09:00,48
524,524,Delivered,2025-04-16 02:43:00,38
525,525,Assigned,2024-12-29 20:32:00,10
526,526,Delivered,2024-12-28 10:10:00,81
527,527,In Transit,2024-12-15 08:45:00,102
528,528,In Transit,2025-03-05 21:45:00,145
529,529,Delivered,2024-09-28 15:06:00,175
530,530,Assigned,2025-07-13 03:02:00,189
531,531,Delivered,2024-10-26 16:41:00,41
532,532,Assigned,2025-01-27 08:47:00,104
533,533,Assigned,2025-07-11 13:49:00,46
534,534,Delivered,2025-02-10 20:32:00,46
535,535,Delivered,2025-04-20 12:39:00,142
536,536,Delivered,2024-09-22 13:15:00,135
537,537,Assigned,2025-07-22 13:36:00,200
538,538,Delivered,2024-10-28 03:37:00,171
539,539,Assigned,2024-09-16 07:46:00,54
540,540,Picked Up,2025-08-03 20:35:00,122
541,541,Delivered,2025-05-11 20:03:00,9
542,542,Picked Up,2024-11-07 21:07:00,37
543,543,Picked Up,2024-12-16 03:16:00,149
544,544,Delivered,2024-12-08 22:07:00,151
545,545,Assigned,2024-09-07 13:24:00,125
546,546,Assigned,2025-01-08 11:08:00,80
547,547,Picked Up,2025-02-13 19:55:00,28
549,549,Delivered,2025-01-16 14:13:00,112
550,550,Assigned,2025-04-12 14:00:00,160
551,551,Picked Up,2025-04-19 21:20:00,95
552,552,Delivered,2025-07-08 23:39:00,5
553,553,Assigned,2024-10-05 13:45:00,111
554,554,Delivered,2025-01-16 00:56:00,85
556,556,Delivered,2025-05-14 09:10:00,142
557,557,Delivered,2024-09-13 21:17:00,60
558,558,In Transit,2025-05-08 20:58:00,30
559,559,Delivered,2025-04-11 20:00:00,191
560,560,In Transit,2025-04-22 13:10:00,107
561,561,In Transit,2025-02-27 19:42:00,139
562,562,In Transit,2025-04-06 06:24:00,177
563,563,Delivered,2025-04-27 12:49:00,171
564,564,Delivered,2025-04-08 22:16:00,76
565,565,Assigned,2025-03-16 07:57:00,123
566,566,Assigned,2025-06-17 13:03:00,50
567,567,Delivered,2025-05-06 10:18:00,96
568,568,Picked Up,2025-08-08 23:18:00,33
569,569,Delivered,2025-04-05 19:47:00,91
570,570,Assigned,2025-08-06 21:46:00,177
571,571,Delivered,2025-06-22 11:26:00,37
572,572,Delivered,2025-06-10 00:07:00,164
573,573,Delivered,2025-06-10 03:30:00,41
575,575,Delivered,2025-05-02 04:22:00,193
576,576,Picked Up,2025-06-23 22:52:00,147
577,577,Delivered,2025-03-14 18:55:00,82
578,578,Picked Up,2025-02-23 12:20:00,57
579,579,Delivered,2025-09-05 13:03:00,102
580,580,Picked Up,2025-08-16 22:36:00,49
581,581,Delivered,2025-03-14 20:18:00,154
582,582,Delivered,2025-03-28 21:29:00,32
583,583,Delivered,2025-05-27 19:52:00,135
584,584,Delivered,2025-07-29 21:18:00,47
585,585,Delivered,2024-12-24 21:15:00,43
586,586,Delivered,2025-01-25 22:11:00,185
587,587,Delivered,2025-09-06 00:26:00,133
588,588,Assigned,2024-12-26 12:58:00,113
589,589,Delivered,2025-03-03 11:40:00,101
590,590,Picked Up,2025-01-05 13:25:00,97
591,591,Delivered,2025-06-12 14:17:00,163
593,593,Delivered,2024-11-11 14:36:00,31
594,594,Delivered,2025-03-27 21:12:00,200
595,595,Assigned,2025-01-17 11:08:00,131
596,596,Delivered,2024-09-11 02:25:00,120
597,597,Delivered,2025-09-03 20:24:00,55
598,598,Delivered,2025-09-04 21:47:00,133
599,599,Delivered,2025-05-18 04:07:00,61
600,600,Delivered,2025-06-28 22:18:00,82
601,601,Delivered,2025-05-11 13:09:00,159
602,602,Delivered,2024-11-27 19:01:00,171
603,603,Delivered,2025-01-09 10:29:00,124
604,604,Delivered,2025-06-03 14:29:00,36
605,605,Delivered,2025-02-01 13:42:00,47
606,606,Delivered,2025-02-24 07:29:00,11
608,608,Assigned,2025-03-08 13:30:00,151
609,609,In Transit,2025-06-22 20:06:00,192
610,610,Delivered,2024-10-12 10:02:00,92
611,611,Assigned,2024-10-03 14:20:00,94
612,612,Delivered,2025-05-02 16:50:00,169
613,613,Assigned,2025-07-22 20:31:00,101
614,614,Delivered,2025-04-29 23:03:00,96
